"adshex","reg","name","name2","type","squawk","latitude","longitude","altitude","heading","timestamp","loc_timestamp","loc_date"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.500901,-81.675621,2775,341.6,"2016-07-15 19:26:16","2016-07-15 15:26:16","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.49578,-81.692292,2375,223.5,"2016-07-15 19:27:21","2016-07-15 15:27:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.496479,-81.669489,2700,82.1,"2016-07-15 19:28:22","2016-07-15 15:28:22","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.503182,-81.685521,2400,279.2,"2016-07-15 19:29:18","2016-07-15 15:29:18","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.495082,-81.691206,2600,322.1,"2016-07-15 19:30:27","2016-07-15 15:30:27","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.500901,-81.670383,2500,61.3,"2016-07-15 19:31:06","2016-07-15 15:31:06","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.49052,-81.688907,2600,194.9,"2016-07-15 19:32:17","2016-07-15 15:32:17","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.491218,-81.671022,2700,69,"2016-07-15 19:33:21","2016-07-15 15:33:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.507279,-81.687374,2800,305.4,"2016-07-15 19:34:18","2016-07-15 15:34:18","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.479301,-81.675429,2900,139.5,"2016-07-15 19:35:20","2016-07-15 15:35:20","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.494616,-81.663613,2700,349,"2016-07-15 19:36:17","2016-07-15 15:36:17","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.486796,-81.681114,3000,188.6,"2016-07-15 19:37:21","2016-07-15 15:37:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.492801,-81.663102,3100,40.6,"2016-07-15 19:38:20","2016-07-15 15:38:20","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.504206,-81.689929,2875,293.9,"2016-07-15 19:39:21","2016-07-15 15:39:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.493592,-81.673896,2850,96.8,"2016-07-15 19:40:25","2016-07-15 15:40:25","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.500622,-81.662782,2425,25.3,"2016-07-15 19:41:25","2016-07-15 15:41:25","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.498201,-81.686927,2900,231.2,"2016-07-15 19:42:23","2016-07-15 15:42:23","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.488611,-81.66917,3150,104.4,"2016-07-15 19:43:17","2016-07-15 15:43:17","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.502484,-81.668595,2800,348.2,"2016-07-15 19:44:16","2016-07-15 15:44:16","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.493779,-81.697083,2900,223.4,"2016-07-15 19:45:21","2016-07-15 15:45:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.481209,-81.674918,3075,108.4,"2016-07-15 19:46:19","2016-07-15 15:46:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.497317,-81.668084,2825,358.7,"2016-07-15 19:47:20","2016-07-15 15:47:20","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.505696,-81.678878,3125,320.2,"2016-07-15 19:48:18","2016-07-15 15:48:18","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.497689,-81.696316,3125,236,"2016-07-15 19:49:14","2016-07-15 15:49:14","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.484003,-81.685074,3050,115.8,"2016-07-15 19:50:22","2016-07-15 15:50:22","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.498201,-81.667892,2900,43.6,"2016-07-15 19:51:17","2016-07-15 15:51:17","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.507791,-81.678176,2700,289.5,"2016-07-15 19:52:14","2016-07-15 15:52:14","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.497596,-81.699126,2600,226.4,"2016-07-15 19:53:06","2016-07-15 15:53:06","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.490101,-81.658375,3150,69.4,"2016-07-15 19:54:19","2016-07-15 15:54:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.512586,-81.668275,2700,334.6,"2016-07-15 19:55:17","2016-07-15 15:55:17","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.506022,-81.699701,3175,240.5,"2016-07-15 19:56:20","2016-07-15 15:56:20","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.489216,-81.706089,2600,187.4,"2016-07-15 19:57:14","2016-07-15 15:57:14","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.487494,-81.663804,2775,82.7,"2016-07-15 19:58:21","2016-07-15 15:58:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.506999,-81.664571,2800,352.6,"2016-07-15 19:59:15","2016-07-15 15:59:15","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.503322,-81.697913,2600,255.6,"2016-07-15 20:00:24","2016-07-15 16:00:24","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.486004,-81.684691,2525,144.8,"2016-07-15 20:01:15","2016-07-15 16:01:15","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.47269,-81.642279,2200,108.8,"2016-07-15 20:02:13","2016-07-15 16:02:13","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.457095,-81.608809,1600,130,"2016-07-15 20:03:19","2016-07-15 16:03:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.457095,-81.608809,1700,130,"2016-07-15 20:03:19","2016-07-15 16:03:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1900,130,"2016-07-15 20:03:19","2016-07-15 16:03:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,2000,130,"2016-07-15 20:03:19","2016-07-15 16:03:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1800,130,"2016-07-15 20:03:19","2016-07-15 16:03:19","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1900,130,"2016-07-15 20:12:36","2016-07-15 16:12:36","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,2400,130,"2016-07-15 20:15:46","2016-07-15 16:15:46","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.159021,-82.153327,4950,113.3,"2016-07-15 20:44:21","2016-07-15 16:44:21","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.145801,-82.109195,4975,111.3,"2016-07-15 20:45:16","2016-07-15 16:45:16","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.127412,-82.057072,4975,114.2,"2016-07-15 20:46:21","2016-07-15 16:46:21","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.111398,-82.016373,4950,117.1,"2016-07-15 20:47:22","2016-07-15 16:47:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.09301,-81.960005,4950,114,"2016-07-15 20:48:23","2016-07-15 16:48:23","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.076391,-81.908008,4950,113.5,"2016-07-15 20:49:20","2016-07-15 16:49:20","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.061215,-81.866684,4950,115.8,"2016-07-15 20:50:23","2016-07-15 16:50:23","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.043898,-81.814998,4975,114.2,"2016-07-15 20:51:22","2016-07-15 16:51:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.026394,-81.765622,4950,115.1,"2016-07-15 20:52:21","2016-07-15 16:52:21","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1200,130,"2016-07-15 20:52:25","2016-07-15 16:52:25","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1300,130,"2016-07-15 20:52:25","2016-07-15 16:52:25","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1400,130,"2016-07-15 20:52:25","2016-07-15 16:52:25","2016-07-15"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","5100",41.457095,-81.608809,1100,130,"2016-07-15 20:52:25","2016-07-15 16:52:25","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","0722",41.007401,-81.711814,4950,115,"2016-07-15 20:53:23","2016-07-15 16:53:23","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","6266",41.003304,-81.697707,4550,113.3,"2016-07-15 20:53:44","2016-07-15 16:53:44","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","6266",41.003304,-81.697707,3900,113.3,"2016-07-15 20:53:44","2016-07-15 16:53:44","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350",,41.651079,-82.451626,5500,92.2,"2016-07-15 21:42:17","2016-07-15 17:42:17","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350",,41.65201,-82.346873,5500,86.8,"2016-07-15 21:43:22","2016-07-15 17:43:22","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350",,41.654896,-82.253425,5475,88.5,"2016-07-15 21:44:24","2016-07-15 17:44:24","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350",,41.66132,-82.152185,5450,79.3,"2016-07-15 21:45:24","2016-07-15 17:45:24","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350",,41.71169,-82.085628,5450,56.2,"2016-07-15 21:46:23","2016-07-15 17:46:23","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.747395,-82.012109,5450,56.4,"2016-07-15 21:47:20","2016-07-15 17:47:20","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.790689,-81.94089,5375,54.4,"2016-07-15 21:48:20","2016-07-15 17:48:20","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.812289,-81.891515,4025,57.1,"2016-07-15 21:48:53","2016-07-15 17:48:53","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,2900,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,2475,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,2275,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,2050,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,1675,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,1500,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A6684F","N51159","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","B350","5541",41.823694,-81.810778,1075,76.7,"2016-07-15 21:49:52","2016-07-15 17:49:52","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.0424,-81.744698,4475,305,"2016-07-15 21:56:38","2016-07-15 17:56:38","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.077183,-81.803825,4475,307.8,"2016-07-15 21:58:22","2016-07-15 17:58:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.082909,-81.815373,4450,306.1,"2016-07-15 21:58:46","2016-07-15 17:58:46","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.113493,-81.87018,4500,306.1,"2016-07-15 22:00:15","2016-07-15 18:00:15","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.130485,-81.900205,4450,306.1,"2016-07-15 22:01:14","2016-07-15 18:01:14","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.153808,-81.941903,4475,305.8,"2016-07-15 22:02:21","2016-07-15 18:02:21","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.169682,-81.972178,4475,305.7,"2016-07-15 22:03:15","2016-07-15 18:03:15","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.19091,-82.009881,4475,306.1,"2016-07-15 22:04:19","2016-07-15 18:04:19","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.210881,-82.048083,4450,304.8,"2016-07-15 22:05:22","2016-07-15 18:05:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.228803,-82.081417,4475,305.1,"2016-07-15 22:06:18","2016-07-15 18:06:18","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.250683,-82.119619,4475,307.3,"2016-07-15 22:07:22","2016-07-15 18:07:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.26679,-82.14877,4475,306.1,"2016-07-15 22:08:20","2016-07-15 18:08:20","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.287087,-82.179669,4450,309.3,"2016-07-15 22:09:15","2016-07-15 18:09:15","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.304497,-82.213627,4450,306.4,"2016-07-15 22:10:20","2016-07-15 18:10:20","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.323816,-82.252017,4475,305.1,"2016-07-15 22:11:11","2016-07-15 18:11:11","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.345277,-82.292217,4450,305.9,"2016-07-15 22:12:22","2016-07-15 18:12:22","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.362594,-82.322991,4475,305.2,"2016-07-15 22:13:19","2016-07-15 18:13:19","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.380517,-82.36032,4475,303.1,"2016-07-15 22:14:18","2016-07-15 18:14:18","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.400115,-82.399888,4450,307.1,"2016-07-15 22:15:12","2016-07-15 18:15:12","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.42558,-82.443897,4450,304.3,"2016-07-15 22:16:16","2016-07-15 18:16:16","2016-07-15"
"A579CA","N452CP","CIVIL AIR PATROL","Civil Air Patrol","C182","5131",41.443921,-82.479986,4475,304.2,"2016-07-15 22:17:16","2016-07-15 18:17:16","2016-07-15"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.519382,-81.702129,1775,239.8,"2016-07-16 18:56:15","2016-07-16 14:56:15","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.525482,-81.704511,2300,263.9,"2016-07-16 18:56:33","2016-07-16 14:56:33","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.520686,-81.687118,1725,97,"2016-07-16 18:58:09","2016-07-16 14:58:09","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.50132,-81.632187,2200,116.1,"2016-07-16 18:59:15","2016-07-16 14:59:15","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.50132,-81.632187,2200,116.1,"2016-07-16 18:59:15","2016-07-16 14:59:15","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.725795,-81.694272,2300,4.3,"2016-07-16 19:00:50","2016-07-16 15:00:50","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.725795,-81.694272,2200,4.3,"2016-07-16 19:00:50","2016-07-16 15:00:50","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.498015,-81.683094,2300,40.5,"2016-07-16 19:05:19","2016-07-16 15:05:19","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.500203,-81.6799,2600,66,"2016-07-16 19:06:16","2016-07-16 15:06:16","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.499411,-81.679326,2400,98.1,"2016-07-16 19:06:52","2016-07-16 15:06:52","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.498899,-81.682519,2300,174.3,"2016-07-16 19:10:16","2016-07-16 15:10:16","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","5310",41.498899,-81.683094,2400,198.4,"2016-07-16 19:11:01","2016-07-16 15:11:01","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.500808,-81.682008,2400,198.4,"2016-07-16 19:12:20","2016-07-16 15:12:20","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.502903,-81.682072,2400,7.1,"2016-07-16 19:13:19","2016-07-16 15:13:19","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.501692,-81.686927,2725,260.5,"2016-07-16 19:14:20","2016-07-16 15:14:20","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.500901,-81.687821,2600,225,"2016-07-16 19:15:20","2016-07-16 15:15:20","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.50281,-81.681178,2400,65.2,"2016-07-16 19:16:15","2016-07-16 15:16:15","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.497317,-81.69242,2200,196.7,"2016-07-16 19:17:16","2016-07-16 15:17:16","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.51212,-81.695869,2200,275.9,"2016-07-16 19:18:22","2016-07-16 15:18:22","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.504718,-81.673577,2200,109.3,"2016-07-16 19:19:20","2016-07-16 15:19:20","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.492894,-81.697594,1825,245.1,"2016-07-16 19:20:20","2016-07-16 15:20:20","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.499691,-81.703725,2300,258.7,"2016-07-16 19:21:21","2016-07-16 15:21:21","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.507418,-81.688012,2575,73.7,"2016-07-16 19:22:09","2016-07-16 15:22:09","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.507418,-81.688012,2200,73.7,"2016-07-16 19:22:09","2016-07-16 15:22:09","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.492987,-81.65499,2050,145.1,"2016-07-16 19:24:22","2016-07-16 15:24:22","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.487401,-81.636402,1600,121,"2016-07-16 19:25:08","2016-07-16 15:25:08","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.485382,-81.630228,1300,121,"2016-07-16 19:26:03","2016-07-16 15:26:03","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.485382,-81.630228,1400,121,"2016-07-16 19:26:03","2016-07-16 15:26:03","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.508815,-81.668531,2300,,"2016-07-16 19:26:21","2016-07-16 15:26:21","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.520313,-81.659014,2400,27.1,"2016-07-16 19:27:16","2016-07-16 15:27:16","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.521105,-81.65978,2400,27.1,"2016-07-16 19:28:08","2016-07-16 15:28:08","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.509606,-81.678878,2400,240.9,"2016-07-16 19:29:22","2016-07-16 15:29:22","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.502577,-81.692931,2300,234.7,"2016-07-16 19:30:17","2016-07-16 15:30:17","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.480697,-81.619731,1300,121,"2016-07-16 19:30:32","2016-07-16 15:30:32","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.511189,-81.693122,2400,234.7,"2016-07-16 19:31:17","2016-07-16 15:31:17","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.500901,-81.676771,2650,142.9,"2016-07-16 19:32:17","2016-07-16 15:32:17","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.488891,-81.69242,2725,234.7,"2016-07-16 19:33:15","2016-07-16 15:33:15","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.496013,-81.707813,2500,245.5,"2016-07-16 19:34:20","2016-07-16 15:34:20","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.50672,-81.691781,2700,65.7,"2016-07-16 19:35:16","2016-07-16 15:35:16","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.495222,-81.678687,2400,145.6,"2016-07-16 19:36:13","2016-07-16 15:36:13","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.488797,-81.694975,2400,180,"2016-07-16 19:37:15","2016-07-16 15:37:15","2016-07-16"
"A94BBC","N6987A","MIDWEST AERIAL IMAGING","Midwest Aerial Imaging","AS50","4401",41.502298,-81.697785,2500,0,"2016-07-16 19:38:19","2016-07-16 15:38:19","2016-07-16"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4403",41.480697,-81.619731,1500,121,"2016-07-16 19:38:20","2016-07-16 15:38:20","2016-07-16"
